,signal_id,measurement_id,entropy,n5,n25,n75,n95,median,mean,std,var,rms,no_zero_crossings,no_mean_crossings,fault
0,0,0,13.592365756649292,1624,1624,-0.0002607797402518486,-0.00011589271265988188,0.00010655542184245803,0.00027183421238117226,-4.407722840937822e-06,3.8158981187079014e-10,0.1918762562091993,0.03681649769685829,0.0036822289559255523,0
1,1,0,13.592365756649292,1624,1624,-0.0002607797402518486,-0.00011589271265988188,0.00010655542184245803,0.00027183421238117226,-4.407722840937822e-06,3.8158981187079014e-10,0.1918762562091993,0.03681649769685829,0.0036822289559255523,0
2,2,0,13.592365756649292,1624,1624,-0.0002607797402518486,-0.00011589271265988188,0.00010655542184245803,0.00027183421238117226,-4.407722840937822e-06,3.8158981187079014e-10,0.1918762562091993,0.03681649769685829,0.0036822289559255523,0
3,3,1,13.592365756649292,74142,74138,-0.03731117257313369,-0.0019561968569572485,0.0019828114949724807,0.03752738697973851,6.150034689511585e-06,4.624625855472763e-08,0.4912920199822429,0.2413678488982326,0.02883926364037748,1
4,4,1,13.592365756649292,74142,74138,-0.03731117257313369,-0.0019561968569572485,0.0019828114949724807,0.03752738697973851,6.150034689511585e-06,4.624625855472763e-08,0.4912920199822429,0.2413678488982326,0.02883926364037748,1
5,5,1,13.592365756649292,74142,74138,-0.03731117257313369,-0.0019561968569572485,0.0019828114949724807,0.03752738697973851,6.150034689511585e-06,4.624625855472763e-08,0.4912920199822429,0.2413678488982326,0.02883926364037748,1
6,6,2,13.592365756649292,4862,4862,-0.001974443948649807,-0.00022111674875269216,0.0002004475469061795,0.0019497172997105284,5.397842322452107e-06,1.204696353653292e-09,0.18317786910898295,0.033554131731307696,0.0023623788092118577,0
7,7,2,13.592365756649292,4862,4862,-0.001974443948649807,-0.00022111674875269216,0.0002004475469061795,0.0019497172997105284,5.397842322452107e-06,1.204696353653292e-09,0.18317786910898295,0.033554131731307696,0.0023623788092118577,0
8,8,2,13.592365756649292,4862,4862,-0.001974443948649807,-0.00022111674875269216,0.0002004475469061795,0.0019497172997105284,5.397842322452107e-06,1.204696353653292e-09,0.18317786910898295,0.033554131731307696,0.0023623788092118577,0
9,9,3,13.592365756649292,96560,96560,-0.20204436432853495,-0.04461682958208035,0.044419362609248836,0.20185849450703194,-0.00018824304129227976,-1.0052401431197383e-08,4.220932458051546,17.81627081543307,0.30986232708320616,0
10,10,3,13.592365756649292,96560,96560,-0.20204436432853495,-0.04461682958208035,0.044419362609248836,0.20185849450703194,-0.00018824304129227976,-1.0052401431197383e-08,4.220932458051546,17.81627081543307,0.30986232708320616,0
11,11,3,13.592365756649292,96560,96560,-0.20204436432853495,-0.04461682958208035,0.044419362609248836,0.20185849450703194,-0.00018824304129227976,-1.0052401431197383e-08,4.220932458051546,17.81627081543307,0.30986232708320616,0
12,12,4,13.592365756649292,66978,66976,-0.029504035505218164,-0.0008911948226009159,0.0009043616193937787,0.030206884460226492,-9.066206956731548e-06,-4.941390120189932e-09,0.7576186183229575,0.5739859708295872,0.030717277143560914,0
13,13,4,13.592365756649292,66978,66976,-0.029504035505218164,-0.0008911948226009159,0.0009043616193937787,0.030206884460226492,-9.066206956731548e-06,-4.941390120189932e-09,0.7576186183229575,0.5739859708295872,0.030717277143560914,0
14,14,4,13.592365756649292,66978,66976,-0.029504035505218164,-0.0008911948226009159,0.0009043616193937787,0.030206884460226492,-9.066206956731548e-06,-4.941390120189932e-09,0.7576186183229575,0.5739859708295872,0.030717277143560914,0
15,15,5,13.592364023779174,202,202,-0.0001938473334431312,-0.00010162378788169946,0.00010246172084737992,0.00020184919565870987,-6.712740621139801e-06,1.2617011380929785e-09,0.0872518071726935,0.0076128778549008885,0.0007931048169260205,0
16,16,5,13.592364023779174,202,202,-0.0001938473334431312,-0.00010162378788169946,0.00010246172084737992,0.00020184919565870987,-6.712740621139801e-06,1.2617011380929785e-09,0.0872518071726935,0.0076128778549008885,0.0007931048169260205,0
17,17,5,13.592364023779174,202,202,-0.0001938473334431312,-0.00010162378788169946,0.00010246172084737992,0.00020184919565870987,-6.712740621139801e-06,1.2617011380929785e-09,0.0872518071726935,0.0076128778549008885,0.0007931048169260205,0
18,18,6,13.592365756649292,24552,24552,-0.023969818395158347,-0.004082148132629193,0.004056801592264847,0.02381559341371247,2.1845430861588966e-05,9.994841575683643e-09,0.8772769554077388,0.7696148564894717,0.027482838260863136,0
19,19,6,13.592365756649292,24552,24552,-0.023969818395158347,-0.004082148132629193,0.004056801592264847,0.02381559341371247,2.1845430861588966e-05,9.994841575683643e-09,0.8772769554077388,0.7696148564894717,0.027482838260863136,0
20,20,6,13.592365756649292,24552,24552,-0.023969818395158347,-0.004082148132629193,0.004056801592264847,0.02381559341371247,2.1845430861588966e-05,9.994841575683643e-09,0.8772769554077388,0.7696148564894717,0.027482838260863136,0
