,signal_id,measurement_id,entropy,n5,n25,n75,n95,median,mean,std,var,rms,no_zero_crossings,no_mean_crossings,fault
0,0,0,13.592362290909056,2344,2344,-0.0002610196200994886,-0.0001166191078176837,0.00010693941623962644,0.0002717171141533469,-9.963381438105046e-06,6.291467890399262e-11,0.18681792119785118,0.03490093568068653,0.0036317305731448954,0
1,1,0,13.592362290909056,2344,2344,-0.0002610196200994886,-0.0001166191078176837,0.00010693941623962644,0.0002717171141533469,-9.963381438105046e-06,6.291467890399262e-11,0.18681792119785118,0.03490093568068653,0.0036317305731448954,0
2,2,0,13.592362290909056,2344,2344,-0.0002610196200994886,-0.0001166191078176837,0.00010693941623962644,0.0002717171141533469,-9.963381438105046e-06,6.291467890399262e-11,0.18681792119785118,0.03490093568068653,0.0036317305731448954,0
3,3,1,13.592365756649292,71314,71318,-0.03974710062226592,-0.0019064120880782909,0.0019532257363561456,0.04003705682235547,2.0339676334302226e-06,9.560404846932576e-08,0.49264504421200117,0.2426991395866446,0.029741453959386367,1
4,4,1,13.592365756649292,71314,71318,-0.03974710062226592,-0.0019064120880782909,0.0019532257363561456,0.04003705682235547,2.0339676334302226e-06,9.560404846932576e-08,0.49264504421200117,0.2426991395866446,0.029741453959386367,1
5,5,1,13.592365756649292,71314,71318,-0.03974710062226592,-0.0019064120880782909,0.0019532257363561456,0.04003705682235547,2.0339676334302226e-06,9.560404846932576e-08,0.49264504421200117,0.2426991395866446,0.029741453959386367,1
6,6,2,13.592364023779174,3688,3688,-0.0019739547340382304,-0.0002293539044684323,0.0002131466739201393,0.0019441819708882581,2.3407748077630686e-05,-1.2258495257841582e-08,0.18863362717461682,0.03558264530105233,0.002362738915895713,0
7,7,2,13.592364023779174,3688,3688,-0.0019739547340382304,-0.0002293539044684323,0.0002131466739201393,0.0019441819708882581,2.3407748077630686e-05,-1.2258495257841582e-08,0.18863362717461682,0.03558264530105233,0.002362738915895713,0
8,8,2,13.592364023779174,3688,3688,-0.0019739547340382304,-0.0002293539044684323,0.0002131466739201393,0.0019441819708882581,2.3407748077630686e-05,-1.2258495257841582e-08,0.18863362717461682,0.03558264530105233,0.002362738915895713,0
9,9,3,13.592365756649292,102026,102026,-0.23725342708972724,-0.05711048760534089,0.056685151540508905,0.23811199989871729,0.00017697300717500752,-2.1496082933151385e-07,4.2441449849126345,18.01276665295907,0.3293269464253212,0
