,signal_id,measurement_id,entropy,n5,n25,n75,n95,median,mean,std,var,rms,no_zero_crossings,no_mean_crossings,fault
0,0,0,13.592362290909056,1704,1704,-0.000259723610004059,-0.00011403337635074173,0.0001070752434175759,0.00026287733376922906,-9.189109986706967e-06,8.057868871429243e-11,0.18479187312658726,0.03414803637363272,0.0034406277875394195,0
1,1,0,13.592362290909056,1704,1704,-0.000259723610004059,-0.00011403337635074173,0.0001070752434175759,0.00026287733376922906,-9.189109986706967e-06,8.057868871429243e-11,0.18479187312658726,0.03414803637363272,0.0034406277875394195,0
2,2,0,13.592362290909056,1704,1704,-0.000259723610004059,-0.00011403337635074173,0.0001070752434175759,0.00026287733376922906,-9.189109986706967e-06,8.057868871429243e-11,0.18479187312658726,0.03414803637363272,0.0034406277875394195,0
3,3,1,13.592365756649292,83640,83640,-0.04715017033741606,-0.0027760018952895926,0.002741484966873209,0.04778950103762297,-5.572517132179655e-06,4.885218131410561e-08,0.4919869864364316,0.24205119482280152,0.032310566338959255,1
4,4,1,13.592365756649292,83640,83640,-0.04715017033741606,-0.0027760018952895926,0.002741484966873209,0.04778950103762297,-5.572517132179655e-06,4.885218131410561e-08,0.4919869864364316,0.24205119482280152,0.032310566338959255,1
5,5,1,13.592365756649292,83640,83640,-0.04715017033741606,-0.0027760018952895926,0.002741484966873209,0.04778950103762297,-5.572517132179655e-06,4.885218131410561e-08,0.4919869864364316,0.24205119482280152,0.032310566338959255,1
6,6,2,13.592364023779174,9164,9164,-0.0020639034403687083,-0.0002461841299368217,0.00023364922146118516,0.0020414151805466974,1.5301590803318277e-05,-1.949744627501631e-08,0.18240466067331412,0.03327146023534686,0.0023939931121105414,0
7,7,2,13.592364023779174,9164,9164,-0.0020639034403687083,-0.0002461841299368217,0.00023364922146118516,0.0020414151805466974,1.5301590803318277e-05,-1.949744627501631e-08,0.18240466067331412,0.03327146023534686,0.0023939931121105414,0
8,8,2,13.592364023779174,9164,9164,-0.0020639034403687083,-0.0002461841299368217,0.00023364922146118516,0.0020414151805466974,1.5301590803318277e-05,-1.949744627501631e-08,0.18240466067331412,0.03327146023534686,0.0023939931121105414,0
9,9,3,13.592365756649292,103970,103970,-0.19438021114602105,-0.04338720188171763,0.0430819805862388,0.19511111301387918,4.157885471300915e-05,-1.5033093661835865e-07,4.212800432848908,17.74768748701195,0.305260528489174,0
10,10,3,13.592365756649292,103970,103970,-0.19438021114602105,-0.04338720188171763,0.0430819805862388,0.19511111301387918,4.157885471300915e-05,-1.5033093661835865e-07,4.212800432848908,17.74768748701195,0.305260528489174,0
11,11,3,13.592365756649292,103970,103970,-0.19438021114602105,-0.04338720188171763,0.0430819805862388,0.19511111301387918,4.157885471300915e-05,-1.5033093661835865e-07,4.212800432848908,17.74768748701195,0.305260528489174,0
12,12,4,13.592365756649292,78340,78338,-0.0407698743123623,-0.0015426997608667392,0.0015818825839950534,0.04129174960537292,8.527948835990173e-07,-1.3369734797126957e-08,0.761366768365991,0.5796793559720727,0.034600380889652435,0
13,13,4,13.592365756649292,78340,78338,-0.0407698743123623,-0.0015426997608667392,0.0015818825839950534,0.04129174960537292,8.527948835990173e-07,-1.3369734797126957e-08,0.761366768365991,0.5796793559720727,0.034600380889652435,0
14,14,4,13.592365756649292,78340,78338,-0.0407698743123623,-0.0015426997608667392,0.0015818825839950534,0.04129174960537292,8.527948835990173e-07,-1.3369734797126957e-08,0.761366768365991,0.5796793559720727,0.034600380889652435,0
15,15,5,13.592365756649292,270,270,-0.00019527728927545284,-9.655057551594126e-05,0.00010227330090550879,0.000193577400185424,4.500501874282747e-06,2.7157969965503184e-10,0.08718881698946324,0.007601889808022114,0.0008023503568584596,0
16,16,5,13.592365756649292,270,270,-0.00019527728927545284,-9.655057551594126e-05,0.00010227330090550879,0.000193577400185424,4.500501874282747e-06,2.7157969965503184e-10,0.08718881698946324,0.007601889808022114,0.0008023503568584596,0
17,17,5,13.592365756649292,270,270,-0.00019527728927545284,-9.655057551594126e-05,0.00010227330090550879,0.000193577400185424,4.500501874282747e-06,2.7157969965503184e-10,0.08718881698946324,0.007601889808022114,0.0008023503568584596,0
