,signal_id,measurement_id,entropy,n5,n25,n75,n95,median,mean,std,var,rms,no_zero_crossings,no_mean_crossings,fault
0,0,0,13.592365756649292,488295,488297,-0.05112254973517381,-0.016833241057835124,0.016831844786404204,0.051121130349657304,-8.872535028903172e-06,6.772046336556969e-08,0.19047793912654265,0.03628184529389489,0.025301240279890218,0
1,1,0,13.592365756649292,488295,488297,-0.05112254973517381,-0.016833241057835124,0.016831844786404204,0.051121130349657304,-8.872535028903172e-06,6.772046336556969e-08,0.19047793912654265,0.03628184529389489,0.025301240279890218,0
2,2,0,13.592365756649292,488295,488297,-0.05112254973517381,-0.016833241057835124,0.016831844786404204,0.051121130349657304,-8.872535028903172e-06,6.772046336556969e-08,0.19047793912654265,0.03628184529389489,0.025301240279890218,0
3,3,1,13.592365756649292,418064,418064,-0.06840712016980574,-0.02324635323327051,0.023303986411787214,0.06847728514999572,3.7946075429340365e-05,5.9548067906816225e-09,0.49748756482165873,0.2474938771521841,0.05021184766210171,1
4,4,1,13.592365756649292,418064,418064,-0.06840712016980574,-0.02324635323327051,0.023303986411787214,0.06847728514999572,3.7946075429340365e-05,5.9548067906816225e-09,0.49748756482165873,0.2474938771521841,0.05021184766210171,1
5,5,1,13.592365756649292,418064,418064,-0.06840712016980574,-0.02324635323327051,0.023303986411787214,0.06847728514999572,3.7946075429340365e-05,5.9548067906816225e-09,0.49748756482165873,0.2474938771521841,0.05021184766210171,1
6,6,2,13.592365756649292,487727,487725,-0.049990623041302834,-0.01672855633629311,0.016739441137032518,0.04998744542870383,3.951055979833917e-06,-6.825001733442266e-08,0.19302041903077166,0.037256882162814677,0.023555248624666045,0
7,7,2,13.592365756649292,487727,487725,-0.049990623041302834,-0.01672855633629311,0.016739441137032518,0.04998744542870383,3.951055979833917e-06,-6.825001733442266e-08,0.19302041903077166,0.037256882162814677,0.023555248624666045,0
8,8,2,13.592365756649292,487727,487725,-0.049990623041302834,-0.01672855633629311,0.016739441137032518,0.04998744542870383,3.951055979833917e-06,-6.825001733442266e-08,0.19302041903077166,0.037256882162814677,0.023555248624666045,0
9,9,3,13.592365756649292,208655,208657,-0.27730308338957954,-0.07443476417127037,0.07429774905033248,0.28008490845892026,1.9652261505243018e-05,-1.021515053396586e-07,4.267529273230437,18.2118060978787,0.3516755728443641,0
10,10,3,13.592365756649292,208655,208657,-0.27730308338957954,-0.07443476417127037,0.07429774905033248,0.28008490845892026,1.9652261505243018e-05,-1.021515053396586e-07,4.267529273230437,18.2118060978787,0.3516755728443641,0
11,11,3,13.592365756649292,208655,208657,-0.27730308338957954,-0.07443476417127037,0.07429774905033248,0.28008490845892026,1.9652261505243018e-05,-1.021515053396586e-07,4.267529273230437,18.2118060978787,0.3516755728443641,0
12,12,4,13.592365756649292,443589,443589,-0.05939807370880636,-0.02059561490802464,0.020638638414832045,0.05947277427918145,4.1928943186775314e-05,-6.12772105665634e-09,0.7577630266136087,0.5742048045026167,0.048185056097192064,0
13,13,4,13.592365756649292,443589,443589,-0.05939807370880636,-0.02059561490802464,0.020638638414832045,0.05947277427918145,4.1928943186775314e-05,-6.12772105665634e-09,0.7577630266136087,0.5742048045026167,0.048185056097192064,0
14,14,4,13.592365756649292,443589,443589,-0.05939807370880636,-0.02059561490802464,0.020638638414832045,0.05947277427918145,4.1928943186775314e-05,-6.12772105665634e-09,0.7577630266136087,0.5742048045026167,0.048185056097192064,0
15,15,5,13.592365756649292,488475,488473,-0.04873233762006564,-0.01569973746832609,0.015696126987410075,0.048739181732435445,-4.591858043592745e-06,-3.029311990124337e-08,0.09331524394060052,0.008707734751693782,0.021389827533632395,0
16,16,5,13.592365756649292,488475,488473,-0.04873233762006564,-0.01569973746832609,0.015696126987410075,0.048739181732435445,-4.591858043592745e-06,-3.029311990124337e-08,0.09331524394060052,0.008707734751693782,0.021389827533632395,0
17,17,5,13.592365756649292,488475,488473,-0.04873233762006564,-0.01569973746832609,0.015696126987410075,0.048739181732435445,-4.591858043592745e-06,-3.029311990124337e-08,0.09331524394060052,0.008707734751693782,0.021389827533632395,0
18,18,6,13.592365756649292,451885,451883,-0.052904131869314946,-0.019571066230432588,0.01958022113044322,0.05291468137371246,4.687300760863877e-06,7.918141302766862e-08,0.8805641198912304,0.7753931692398172,0.043473832202802175,0
19,19,6,13.592365756649292,451885,451883,-0.052904131869314946,-0.019571066230432588,0.01958022113044322,0.05291468137371246,4.687300760863877e-06,7.918141302766862e-08,0.8805641198912304,0.7753931692398172,0.043473832202802175,0
20,20,6,13.592365756649292,451885,451883,-0.052904131869314946,-0.019571066230432588,0.01958022113044322,0.05291468137371246,4.687300760863877e-06,7.918141302766862e-08,0.8805641198912304,0.7753931692398172,0.043473832202802175,0
21,21,7,13.592365756649292,231022,231020,-0.24558852137340004,-0.05233351839517386,0.05163654990039834,0.2478227897448672,-0.00045135781267502395,-6.318621875216329e-07,0.15981280328016992,0.02554013209226629,0.0965269178684414,0
22,22,7,13.592365756649292,231022,231020,-0.24558852137340004,-0.05233351839517386,0.05163654990039834,0.2478227897448672,-0.00045135781267502395,-6.318621875216329e-07,0.15981280328016992,0.02554013209226629,0.0965269178684414,0
23,23,7,13.592365756649292,231022,231020,-0.24558852137340004,-0.05233351839517386,0.05163654990039834,0.2478227897448672,-0.00045135781267502395,-6.318621875216329e-07,0.15981280328016992,0.02554013209226629,0.0965269178684414,0
24,24,8,13.592365756649292,452481,452485,-0.058016704477894976,-0.019494018753875686,0.019538517678303613,0.05800267587792669,-3.6048986846535375e-06,-1.023236938020903e-07,0.467325777172707,0.21839338201007463,0.04289959459040088,0
25,25,8,13.592365756649292,452481,452485,-0.058016704477894976,-0.019494018753875686,0.019538517678303613,0.05800267587792669,-3.6048986846535375e-06,-1.023236938020903e-07,0.467325777172707,0.21839338201007463,0.04289959459040088,0
26,26,8,13.592365756649292,452481,452485,-0.058016704477894976,-0.019494018753875686,0.019538517678303613,0.05800267587792669,-3.6048986846535375e-06,-1.023236938020903e-07,0.467325777172707,0.21839338201007463,0.04289959459040088,0
27,27,9,13.592365756649292,404881,404881,-0.06364599041482073,-0.022298002142460582,0.022484680957227,0.06396319501058724,2.4436883856449043e-05,-6.079849049895757e-08,0.15002093371717085,0.022506280553371772,0.03580656801919345,0
28,28,9,13.592365756649292,404881,404881,-0.06364599041482073,-0.022298002142460582,0.022484680957227,0.06396319501058724,2.4436883856449043e-05,-6.079849049895757e-08,0.15002093371717085,0.022506280553371772,0.03580656801919345,0
29,29,9,13.592365756649292,404881,404881,-0.06364599041482073,-0.022298002142460582,0.022484680957227,0.06396319501058724,2.4436883856449043e-05,-6.079849049895757e-08,0.15002093371717085,0.022506280553371772,0.03580656801919345,0
30,30,10,13.592365756649292,317094,317094,-0.08343155329974258,-0.02941945459041939,0.029533370357474276,0.0836818070111471,2.7844248874586697e-05,1.350127670619326e-07,0.08434028541275246,0.007113283743504546,0.03910144412756282,0
31,31,10,13.592365756649292,317094,317094,-0.08343155329974258,-0.02941945459041939,0.029533370357474276,0.0836818070111471,2.7844248874586697e-05,1.350127670619326e-07,0.08434028541275246,0.007113283743504546,0.03910144412756282,0
32,32,10,13.592365756649292,317094,317094,-0.08343155329974258,-0.02941945459041939,0.029533370357474276,0.0836818070111471,2.7844248874586697e-05,1.350127670619326e-07,0.08434028541275246,0.007113283743504546,0.03910144412756282,0
33,33,11,13.592365756649292,161050,161050,-0.1580593887127156,-0.05957389323481399,0.06072465748725797,0.15340801779221064,0.0013078591658413075,1.5943858599533913e-07,0.2961018794988351,0.08767632304274266,0.07996874508272282,0
34,34,11,13.592365756649292,161050,161050,-0.1580593887127156,-0.05957389323481399,0.06072465748725797,0.15340801779221064,0.0013078591658413075,1.5943858599533913e-07,0.2961018794988351,0.08767632304274266,0.07996874508272282,0
35,35,11,13.592365756649292,161050,161050,-0.1580593887127156,-0.05957389323481399,0.06072465748725797,0.15340801779221064,0.0013078591658413075,1.5943858599533913e-07,0.2961018794988351,0.08767632304274266,0.07996874508272282,0
36,36,12,13.592365756649292,447807,447807,-0.05822397135928199,-0.019565665609433402,0.019642994649875956,0.05824462669886206,1.7675577339559823e-05,3.021274121482289e-08,0.2671480970274112,0.07136810574536712,0.03762313648938714,0
37,37,12,13.592365756649292,447807,447807,-0.05822397135928199,-0.019565665609433402,0.019642994649875956,0.05824462669886206,1.7675577339559823e-05,3.021274121482289e-08,0.2671480970274112,0.07136810574536712,0.03762313648938714,0
38,38,12,13.592365756649292,447807,447807,-0.05822397135928199,-0.019565665609433402,0.019642994649875956,0.05824462669886206,1.7675577339559823e-05,3.021274121482289e-08,0.2671480970274112,0.07136810574536712,0.03762313648938714,0
39,39,13,13.592365756649292,473901,473901,-0.05215567343604199,-0.01746936701051549,0.017483206435021437,0.05211262623027258,5.386005077490097e-07,3.9038303610153145e-08,0.3814628050569732,0.14551387164193436,0.03428832776535499,0
40,40,13,13.592365756649292,473901,473901,-0.05215567343604199,-0.01746936701051549,0.017483206435021437,0.05211262623027258,5.386005077490097e-07,3.9038303610153145e-08,0.3814628050569732,0.14551387164193436,0.03428832776535499,0
41,41,13,13.592365756649292,473901,473901,-0.05215567343604199,-0.01746936701051549,0.017483206435021437,0.05211262623027258,5.386005077490097e-07,3.9038303610153145e-08,0.3814628050569732,0.14551387164193436,0.03428832776535499,0
42,42,14,13.592365756649292,409117,409117,-0.22345737620627454,-0.030991025655102478,0.031157934863197845,0.2240000442786909,4.9545281673335495e-05,-6.150117574948549e-08,0.36458025945517486,0.1329187655844026,0.0908763027705821,0
43,43,14,13.592365756649292,409117,409117,-0.22345737620627454,-0.030991025655102478,0.031157934863197845,0.2240000442786909,4.9545281673335495e-05,-6.150117574948549e-08,0.36458025945517486,0.1329187655844026,0.0908763027705821,0
44,44,14,13.592365756649292,409117,409117,-0.22345737620627454,-0.030991025655102478,0.031157934863197845,0.2240000442786909,4.9545281673335495e-05,-6.150117574948549e-08,0.36458025945517486,0.1329187655844026,0.0908763027705821,0
45,45,15,13.592365756649292,464288,464288,-0.055830755214676134,-0.019434653866521323,0.01945302422891082,0.055832601672754466,2.4025515106274042e-06,-1.4486955585988275e-08,0.05186400643703754,0.002689875163701072,0.02833574678518111,0
46,46,15,13.592365756649292,464288,464288,-0.055830755214676134,-0.019434653866521323,0.01945302422891082,0.055832601672754466,2.4025515106274042e-06,-1.4486955585988275e-08,0.05186400643703754,0.002689875163701072,0.02833574678518111,0
47,47,15,13.592365756649292,464288,464288,-0.055830755214676134,-0.019434653866521323,0.01945302422891082,0.055832601672754466,2.4025515106274042e-06,-1.4486955585988275e-08,0.05186400643703754,0.002689875163701072,0.02833574678518111,0
48,48,16,13.592365756649292,443895,443897,-0.06349620104820097,-0.02097201310155139,0.021062592636069688,0.06359188640801179,2.6628571880848995e-06,-2.3404430129953195e-08,0.9188493454092236,0.8442841195589588,0.06047154375679558,0
49,49,16,13.592365756649292,443895,443897,-0.06349620104820097,-0.02097201310155139,0.021062592636069688,0.06359188640801179,2.6628571880848995e-06,-2.3404430129953195e-08,0.9188493454092236,0.8442841195589588,0.06047154375679558,0
50,50,16,13.592365756649292,443895,443897,-0.06349620104820097,-0.02097201310155139,0.021062592636069688,0.06359188640801179,2.6628571880848995e-06,-2.3404430129953195e-08,0.9188493454092236,0.8442841195589588,0.06047154375679558,0
51,51,17,13.592365756649292,149433,149433,-0.29974474109510485,-0.10544519567740007,0.10646250427207304,0.2955548756617825,-8.531631570107834e-05,9.576319561492966e-08,0.19393887263593754,0.0376122863192984,0.1400731170491459,0
52,52,17,13.592365756649292,149433,149433,-0.29974474109510485,-0.10544519567740007,0.10646250427207304,0.2955548756617825,-8.531631570107834e-05,9.576319561492966e-08,0.19393887263593754,0.0376122863192984,0.1400731170491459,0
53,53,17,13.592365756649292,149433,149433,-0.29974474109510485,-0.10544519567740007,0.10646250427207304,0.2955548756617825,-8.531631570107834e-05,9.576319561492966e-08,0.19393887263593754,0.0376122863192984,0.1400731170491459,0
54,54,18,13.592365756649292,423647,423647,-0.08788202755792368,-0.02348455012153927,0.023653359798951,0.0887557018532437,2.263807466107437e-05,-6.791899127409512e-08,0.38351733493665263,0.1470855461969126,0.056574358333638754,0
55,55,18,13.592365756649292,423647,423647,-0.08788202755792368,-0.02348455012153927,0.023653359798951,0.0887557018532437,2.263807466107437e-05,-6.791899127409512e-08,0.38351733493665263,0.1470855461969126,0.056574358333638754,0
56,56,18,13.592365756649292,423647,423647,-0.08788202755792368,-0.02348455012153927,0.023653359798951,0.0887557018532437,2.263807466107437e-05,-6.791899127409512e-08,0.38351733493665263,0.1470855461969126,0.056574358333638754,0
57,57,19,13.592365756649292,426744,426744,-0.05530565152033375,-0.020370027825412862,0.02038908959314245,0.05536306392842078,1.723422044630496e-05,-2.1017123208130274e-08,0.7701031593222114,0.5930588759980514,0.034706948080559165,0
